LEARNING PROBLEM: 'Iris-virginica'
	WEIGHTS: < w0: 0.522, w1: 0.429, w2: 0.315, w3: 0.523, w4: 0.641, >
	WEIGHTS: < w0: 0.372, w1: -0.293, w2: -0.154, w3: 0.242, w4: 0.564, >
	EPOCH #10, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.370, w1: -0.298, w2: -0.158, w3: 0.241, w4: 0.563, >
	EPOCH #11, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.370, w1: -0.288, w2: -0.157, w3: 0.251, w4: 0.565, >
	EPOCH #12, 5 errors:
		d_51 = ([6.4, 3.2, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.368, w1: -0.294, w2: -0.162, w3: 0.249, w4: 0.563, >
	EPOCH #13, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.366, w1: -0.299, w2: -0.166, w3: 0.248, w4: 0.562, >
	EPOCH #14, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.366, w1: -0.289, w2: -0.164, w3: 0.258, w4: 0.564, >
	EPOCH #15, 7 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_55 = ([5.7, 2.8, 4.5, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_83 = ([6.0, 2.7, 5.1, 1.6], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.364, w1: -0.291, w2: -0.168, w3: 0.258, w4: 0.564, >
	EPOCH #16, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_55 = ([5.7, 2.8, 4.5, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.362, w1: -0.296, w2: -0.173, w3: 0.255, w4: 0.562, >
	EPOCH #17, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_59 = ([5.2, 2.7, 3.9, 1.4], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_125 = ([7.2, 3.2, 6.0, 1.8], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.360, w1: -0.301, w2: -0.177, w3: 0.254, w4: 0.560, >
	EPOCH #18, 6 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_66 = ([5.6, 3.0, 4.5, 1.5], 'Iris-versicolor'), t = -1, o = 1
		d_83 = ([6.0, 2.7, 5.1, 1.6], 'Iris-versicolor'), t = -1, o = 1
		d_102 = ([7.1, 3.0, 5.9, 2.1], 'Iris-virginica'), t = 1, o = -1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

	WEIGHTS: < w0: 0.360, w1: -0.292, w2: -0.175, w3: 0.262, w4: 0.563, >
	EPOCH #19, 5 errors:
		d_53 = ([5.5, 2.3, 4.0, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_55 = ([5.7, 2.8, 4.5, 1.3], 'Iris-versicolor'), t = -1, o = 1
		d_70 = ([5.9, 3.2, 4.8, 1.8], 'Iris-versicolor'), t = -1, o = 1
		d_107 = ([7.3, 2.9, 6.3, 1.8], 'Iris-virginica'), t = 1, o = -1
		d_129 = ([7.2, 3.0, 5.8, 1.6], 'Iris-virginica'), t = 1, o = -1

RESULTS FOR 'Iris-virginica'
	epoch # = 19
	# errors = 5
	WEIGHTS: < w0: 0.358, w1: -0.297, w2: -0.180, w3: 0.260, w4: 0.561, >
